class,ra,dec,u,g,r,i,z,nuv_mag,u-g,u-r,u-i,u-z,u-nuv_mag,g-r,g-i,g-z,g-nuv_mag,r-i,r-z,r-nuv_mag,i-z,i-nuv_mag,class
0,185.9870155,32.74802363,21.53784561,20.73592377,20.60906792,20.58737373,20.5877285,22.12874985,0.80192184,0.92877769,0.95047188,0.95011711,-0.59090424,0.12685585,0.14855004,0.14819527,-1.39282608,0.02169419,0.02133942,-1.51968193,-0.00035477,-1.54137612,-1.54102135
1,190.2675611,29.33255044,23.76441765,21.86161041,20.41015244,19.63876915,19.21798134,24.05324173,1.90280724,3.35426521,4.1256485,4.54643631,-0.28882408,1.45145797,2.22284126,2.64362907,-2.19163132,0.77138329,1.1921711,-3.64308929,0.42078781,-4.41447258,-4.83526039
2,188.4468675,30.41463577,21.19845963,20.90786552,20.97544098,20.87580872,20.45437813,22.76203346,0.29059411,0.22301865,0.32265091,0.7440815,-1.56357383,-0.06757546,0.0320568,0.45348739,-1.85416794,0.09963226,0.52106285,-1.78659248,0.42143059,-1.88622474,-2.30765533
2,188.9318208,30.18032323,26.21649933,22.23394966,21.67782211,21.73188591,21.74438858,23.01008224,3.98254967,4.53867722,4.48461342,4.47211075,3.20641709,0.55612755,0.50206375,0.48956108,-0.77613258,-0.0540638,-0.06656647,-1.33226013,-0.01250267,-1.27819633,-1.26569366
1,188.8565815,30.22285162,22.4508152,21.85392952,21.92508888,21.76047516,21.08993912,22.76398659,0.59688568,0.52572632,0.69034004,1.36087608,-0.31317139,-0.07115936,0.09345436,0.7639904,-0.91005707,0.16461372,0.83514976,-0.83889771,0.67053604,-1.00351143,-1.67404747
2,187.2748764,33.18612195,23.83135605,21.69407272,21.57824898,21.51463127,21.34461975,23.89594269,2.13728333,2.25310707,2.31672478,2.4867363,-0.06458664,0.11582374,0.17944145,0.34945297,-2.20186997,0.06361771,0.23362923,-2.31769371,0.17001152,-2.38131142,-2.55132294
2,187.4321911,32.81161222,22.57632637,21.90479279,21.75834846,21.83619118,21.46693611,23.02898026,0.67153358,0.81797791,0.74013519,1.10939026,-0.45265389,0.14644433,0.06860161,0.43785668,-1.12418747,-0.07784272,0.29141235,-1.2706318,0.36925507,-1.19278908,-1.56204415
1,188.4964058,33.16656163,24.9010067,21.72559166,20.67074013,19.90148354,19.58283615,22.77980232,3.17541504,4.23026657,4.99952316,5.31817055,2.12120438,1.05485153,1.82410812,2.14275551,-1.05421066,0.76925659,1.08790398,-2.10906219,0.31864739,-2.87831878,-3.19696617
1,188.9907093,32.56408239,22.95336914,21.94558716,20.47841644,19.72883797,19.30199814,22.61979866,1.00778198,2.4749527,3.22453117,3.651371,0.33357048,1.46717072,2.21674919,2.64358902,-0.6742115,0.74957847,1.1764183,-2.14138222,0.42683983,-2.89096069,-3.31780052
1,194.0005497,26.89979318,23.55866814,21.22657394,19.7578373,18.88097763,18.4741478,24.37756348,2.3320942,3.80083084,4.67769051,5.08452034,-0.81889534,1.46873664,2.34559631,2.75242614,-3.15098954,0.87685967,1.2836895,-4.61972618,0.40682983,-5.49658585,-5.90341568
1,191.7037766,30.21774772,22.59057426,22.27482224,20.57059288,19.44577599,19.01976967,22.20425415,0.31575202,2.01998138,3.14479827,3.57080459,0.38632011,1.70422936,2.82904625,3.25505257,0.07056809,1.12481689,1.55082321,-1.63366127,0.42600632,-2.75847816,-3.18448448
2,192.2060845,31.55846612,20.20768738,19.97940636,19.81471443,19.66691208,19.47741508,23.01602173,0.22828102,0.39297295,0.5407753,0.7302723,-2.80833435,0.16469193,0.31249428,0.50199128,-3.03661537,0.14780235,0.33729935,-3.2013073,0.189497,-3.34910965,-3.53860665
1,192.3849502,30.59859758,23.42303658,21.98840523,20.69557381,19.71260834,19.19841385,21.91203117,1.43463135,2.72746277,3.71042824,4.22462273,1.51100541,1.29283142,2.27579689,2.78999138,0.07637406,0.98296547,1.49715996,-1.21645736,0.51419449,-2.19942283,-2.71361732
1,191.8067665,31.5836276,23.37072754,21.47555923,19.7474823,19.19936943,18.59777069,22.75674057,1.89516831,3.62324524,4.17135811,4.77295685,0.61398697,1.72807693,2.2761898,2.87778854,-1.28118134,0.54811287,1.14971161,-3.00925827,0.60159874,-3.55737114,-4.15896988
2,191.4392694,31.79827336,24.63031006,21.8524189,21.66282082,21.10674667,20.69273186,24.30305672,2.77789116,2.96748924,3.52356339,3.9375782,0.32725334,0.18959808,0.74567223,1.15968704,-2.45063782,0.55607415,0.97008896,-2.6402359,0.41401481,-3.19631005,-3.61032486
1,191.1542618,31.4994643,26.41378975,21.12900162,19.27731323,18.66461754,18.2202549,24.3449173,5.28478813,7.13647652,7.74917221,8.19353485,2.06887245,1.85168839,2.46438408,2.90874672,-3.21591568,0.61269569,1.05705833,-5.06760407,0.44436264,-5.68029976,-6.1246624
1,189.4559454,32.81686822,25.15888596,22.86836052,20.86375046,19.69824219,19.45036697,23.069067,2.29052544,4.2951355,5.46064377,5.70851899,2.08981896,2.00461006,3.17011833,3.41799355,-0.20070648,1.16550827,1.41338349,-2.20531654,0.24787522,-3.37082481,-3.61870003
1,190.0488127,33.50810844,22.93725014,21.0609169,19.82276154,19.09076881,18.7227478,22.24244118,1.87633324,3.1144886,3.84648133,4.21450234,0.69480896,1.23815536,1.97014809,2.3381691,-1.18152428,0.73199273,1.10001374,-2.41967964,0.36802101,-3.15167237,-3.51969338
2,190.4958183,33.57736272,20.89900589,20.15327072,19.23867035,18.52583313,18.30495834,21.95741081,0.74573517,1.66033554,2.37317276,2.59404755,-1.05840492,0.91460037,1.62743759,1.84831238,-1.80414009,0.71283722,0.93371201,-2.71874046,0.22087479,-3.43157768,-3.65245247
2,190.6789094,33.5183877,20.71787071,20.12156296,19.9074173,19.84831619,19.66742134,22.00355339,0.59630775,0.81045341,0.86955452,1.05044937,-1.28568268,0.21414566,0.27324677,0.45414162,-1.88199043,0.05910111,0.23999596,-2.09613609,0.18089485,-2.1552372,-2.33613205
1,190.7850019,33.02153948,22.65994644,21.79258156,20.01038933,19.20261002,18.76193047,23.84809113,0.86736488,2.64955711,3.45733642,3.89801597,-1.18814469,1.78219223,2.58997154,3.03065109,-2.05550957,0.80777931,1.24845886,-3.8377018,0.44067955,-4.64548111,-5.08616066
2,177.5113655,28.63672066,21.90782547,21.50520706,21.4443512,21.32486153,22.08423805,21.38190842,0.40261841,0.46347427,0.58296394,-0.17641258,0.52591705,0.06085586,0.18034553,-0.57903099,0.12329864,0.11948967,-0.63988685,0.06244278,-0.75937652,-0.05704689,0.70232963
2,179.3366588,29.61713685,21.53129387,20.57920647,20.36780167,20.34003067,20.03470993,22.33488846,0.9520874,1.1634922,1.1912632,1.49658394,-0.80359459,0.2114048,0.2391758,0.54449654,-1.75568199,0.027771,0.33309174,-1.96708679,0.30532074,-1.99485779,-2.30017853
2,176.3407649,30.02880051,20.79008102,20.28712082,19.96283531,19.82936859,19.5183239,21.76990128,0.5029602,0.82724571,0.96071243,1.27175712,-0.97982026,0.32428551,0.45775223,0.76879692,-1.48278046,0.13346672,0.44451141,-1.80706597,0.31104469,-1.94053269,-2.25157738
2,176.1736163,30.03677294,20.48643303,20.14604568,19.86825752,19.5765419,19.59461975,20.81655312,0.34038735,0.61817551,0.90989113,0.89181328,-0.33012009,0.27778816,0.56950378,0.55142593,-0.67050744,0.29171562,0.27363777,-0.9482956,-0.01807785,-1.24001122,-1.22193337
1,190.1661486,32.55653591,22.24248886,20.97964668,19.25622749,18.61671829,18.17769814,23.95134926,1.26284218,2.98626137,3.62577057,4.06479072,-1.7088604,1.72341919,2.36292839,2.80194854,-2.97170258,0.6395092,1.07852935,-4.69512177,0.43902015,-5.33463097,-5.77365112
2,190.2122215,31.5397138,20.18929863,19.71239662,19.7140255,19.69666862,19.51017189,22.0390892,0.47690201,0.47527313,0.49263001,0.67912674,-1.84979057,-0.00162888,0.015728,0.20222473,-2.32669258,0.01735688,0.20385361,-2.3250637,0.18649673,-2.34242058,-2.52891731
2,189.7330665,33.63417862,22.23822021,21.53145027,21.48194504,21.40278816,21.26894188,23.25425529,0.70676994,0.75627517,0.83543205,0.96927833,-1.01603508,0.04950523,0.12866211,0.26250839,-1.72280502,0.07915688,0.21300316,-1.77231025,0.13384628,-1.85146713,-1.98531341
2,189.5427076,32.88574102,21.27502632,20.35034943,20.18765259,20.2716465,20.06329536,23.45201683,0.92467689,1.08737373,1.00337982,1.21173096,-2.17699051,0.16269684,0.07870293,0.28705407,-3.1016674,-0.08399391,0.12435723,-3.26436424,0.20835114,-3.18037033,-3.38872147
1,190.9238371,32.61291373,24.06533051,21.71464729,19.89657021,19.08679771,18.69207573,24.70009232,2.35068322,4.1687603,4.9785328,5.37325478,-0.63476181,1.81807708,2.62784958,3.02257156,-2.98544503,0.8097725,1.20449448,-4.80352211,0.39472198,-5.61329461,-6.00801659
2,183.7091497,29.06574461,22.00761986,21.61114502,21.69264603,21.47951698,21.16350555,24.09447861,0.39647484,0.31497383,0.52810288,0.84411431,-2.08685875,-0.08150101,0.13162804,0.44763947,-2.48333359,0.21312905,0.52914048,-2.40183258,0.31601143,-2.61496163,-2.93097306
1,184.3319292,29.74682065,24.51870155,22.25032616,20.42725563,19.51138115,18.91160393,22.92994308,2.26837539,4.09144592,5.0073204,5.60709762,1.58875847,1.82307053,2.73894501,3.33872223,-0.67961692,0.91587448,1.5156517,-2.50268745,0.59977722,-3.41856193,-4.01833915
0,185.4044973,29.11672989,22.6177845,21.09564209,20.85814667,20.83188057,20.76670265,23.43201637,1.52214241,1.75963783,1.78590393,1.85108185,-0.81423187,0.23749542,0.26376152,0.32893944,-2.33637428,0.0262661,0.09144402,-2.5738697,0.06517792,-2.6001358,-2.66531372
2,205.3653026,29.21966687,25.16899109,21.60813904,21.01701546,20.88087654,20.29935265,20.47437859,3.56085205,4.15197563,4.28811455,4.86963844,4.6946125,0.59112358,0.7272625,1.30878639,1.13376045,0.13613892,0.71766281,0.54263687,0.58152389,0.40649795,-0.17502594
1,205.1813963,30.77725233,25.13470268,22.14126015,20.61499977,19.71304321,19.24100876,23.25949287,2.99344253,4.51970291,5.42165947,5.89369392,1.87520981,1.52626038,2.42821694,2.90025139,-1.11823272,0.90195656,1.37399101,-2.6444931,0.47203445,-3.54644966,-4.01848411
1,205.3014299,30.54693114,24.09792328,21.84190369,20.37927246,19.47254372,18.82271194,24.32980537,2.25601959,3.71865082,4.62537956,5.27521134,-0.23188209,1.46263123,2.36935997,3.01919175,-2.48790168,0.90672874,1.55656052,-3.95053291,0.64983178,-4.85726165,-5.50709343
1,180.8866446,25.66302847,22.18506241,21.07580566,19.71700859,18.92921829,18.50834084,22.49406052,1.10925675,2.46805382,3.25584412,3.67672157,-0.30899811,1.35879707,2.14658737,2.56746482,-1.41825486,0.7877903,1.20866775,-2.77705193,0.42087745,-3.56484223,-3.98571968
1,180.6160108,25.7112408,21.75796127,21.25943947,20.14635468,19.37792587,19.09325409,22.49955368,0.4985218,1.61160659,2.3800354,2.66470718,-0.74159241,1.11308479,1.8815136,2.16618538,-1.24011421,0.76842881,1.05310059,-2.353199,0.28467178,-3.12162781,-3.40629959
1,180.2048007,26.26292394,21.87133217,19.66509247,18.17570496,17.64114189,17.23981857,21.37693977,2.2062397,3.69562721,4.23019028,4.6315136,0.4943924,1.48938751,2.02395058,2.4252739,-1.7118473,0.53456307,0.93588639,-3.20123481,0.40132332,-3.73579788,-4.1371212
1,180.065339,25.53716551,21.5250988,20.91365242,19.68318939,18.81928444,18.49918938,22.59600449,0.61144638,1.84190941,2.70581436,3.02590942,-1.07090569,1.23046303,2.09436798,2.41446304,-1.68235207,0.86390495,1.18400001,-2.9128151,0.32009506,-3.77672005,-4.09681511
0,205.941232,30.07706093,22.28746223,21.30742645,21.39840126,21.10796356,21.46661949,21.80265045,0.98003578,0.88906097,1.17949867,0.82084274,0.48481178,-0.09097481,0.19946289,-0.15919304,-0.495224,0.2904377,-0.06821823,-0.40424919,-0.35865593,-0.69468689,-0.33603096
1,206.0906355,30.49889158,22.39567184,21.43330002,20.8463192,20.45832062,19.86857986,22.01749229,0.96237182,1.54935264,1.93735122,2.52709198,0.37817955,0.58698082,0.9749794,1.56472016,-0.58419227,0.38799858,0.97773934,-1.17117309,0.58974076,-1.55917167,-2.14891243
2,207.5590833,30.6206131,21.60028267,21.13756943,20.94422913,20.79530907,20.37057304,22.56330109,0.46271324,0.65605354,0.8049736,1.22970963,-0.96301842,0.1933403,0.34226036,0.76699639,-1.42573166,0.14892006,0.57365609,-1.61907196,0.42473603,-1.76799202,-2.19272805
0,180.9670051,27.63824221,21.70030022,20.97713089,20.81162453,20.66021919,20.29920959,22.30842018,0.72316933,0.88867569,1.04008103,1.40109063,-0.60811996,0.16550636,0.3169117,0.6779213,-1.33128929,0.15140534,0.51241494,-1.49679565,0.3610096,-1.64820099,-2.00921059
1,197.1622151,25.21104108,24.40871811,22.11020279,20.32740593,19.03137589,18.49195671,23.76801491,2.29851532,4.08131218,5.37734222,5.9167614,0.6407032,1.78279686,3.0788269,3.61824608,-1.65781212,1.29603004,1.83544922,-3.44060898,0.53941918,-4.73663902,-5.2760582
2,197.2708721,24.60355283,23.16439056,21.99848747,22.21833801,21.8663826,22.39452171,23.7581749,1.16590309,0.94605255,1.29800796,0.76986885,-0.59378434,-0.21985054,0.13210487,-0.39603424,-1.75968743,0.35195541,-0.1761837,-1.53983689,-0.52813911,-1.8917923,-1.36365319
0,197.7971144,21.94902834,22.85032845,21.37176895,20.9970417,20.83015633,20.53952599,23.39269257,1.4785595,1.85328675,2.02017212,2.31080246,-0.54236412,0.37472725,0.54161262,0.83224296,-2.02092362,0.16688537,0.45751571,-2.39565087,0.29063034,-2.56253624,-2.85316658
2,178.8718677,30.46885761,21.39870262,21.03205109,20.98260689,20.86600494,20.29247856,22.42845154,0.36665153,0.41609573,0.53269768,1.10622406,-1.02974892,0.0494442,0.16604615,0.73957253,-1.39640045,0.11660195,0.69012833,-1.44584465,0.57352638,-1.5624466,-2.13597298
1,179.0267352,31.44100682,22.55961227,22.58767319,20.61167336,19.60203934,19.18790436,22.90637398,-0.02806092,1.94793891,2.95757293,3.37170791,-0.34676171,1.97599983,2.98563385,3.39976883,-0.31870079,1.00963402,1.423769,-2.29470062,0.41413498,-3.30433464,-3.71846962
1,197.0340667,21.1152883,25.46461296,22.50413513,20.80681801,19.69974899,19.45160294,22.3830986,2.96047783,4.65779495,5.76486397,6.01301002,3.08151436,1.69731712,2.80438614,3.05253219,0.12103653,1.10706902,1.35521507,-1.57628059,0.24814605,-2.68334961,-2.93149566
1,207.9389664,25.24306206,22.92771339,21.81675529,20.50056839,19.51092339,18.99164772,23.00267029,1.1109581,2.427145,3.41679,3.93606567,-0.0749569,1.3161869,2.3058319,2.82510757,-1.185915,0.989645,1.50892067,-2.5021019,0.51927567,-3.4917469,-4.01102257
2,182.7950782,25.17185664,21.25449371,20.78787231,20.63491249,20.46552658,20.3145771,21.82792282,0.4666214,0.61958122,0.78896713,0.93991661,-0.57342911,0.15295982,0.32234573,0.47329521,-1.04005051,0.16938591,0.32033539,-1.19301033,0.15094948,-1.36239624,-1.51334572
1,195.104513,24.60720187,23.59890366,21.22456169,19.59729767,18.77354431,18.41795158,23.10531044,2.37434197,4.00160599,4.82535935,5.18095208,0.49359322,1.62726402,2.45101738,2.80661011,-1.88074875,0.82375336,1.17934609,-3.50801277,0.35559273,-4.33176613,-4.68735886
1,208.9093254,23.89946631,21.89315796,20.59254837,19.35870361,18.61707878,18.09923553,22.81430817,1.30060959,2.53445435,3.27607918,3.79392243,-0.92115021,1.23384476,1.97546959,2.49331284,-2.2217598,0.74162483,1.25946808,-3.45560456,0.51784325,-4.19722939,-4.71507264
1,207.5078544,22.64600535,22.83241653,21.21325302,20.28579712,19.50358582,19.05477333,22.2220211,1.61916351,2.54661941,3.32883071,3.7776432,0.61039543,0.9274559,1.7096672,2.15847969,-1.00876808,0.7822113,1.23102379,-1.93622398,0.44881249,-2.71843528,-3.16724777
1,208.0891456,22.91002605,23.18052673,21.74812698,20.46129799,19.51454353,19.16087341,23.04759216,1.43239975,2.71922874,3.6659832,4.01965332,0.13293457,1.28682899,2.23358345,2.58725357,-1.29946518,0.94675446,1.30042458,-2.58629417,0.35367012,-3.53304863,-3.88671875
2,208.1831605,22.37457889,21.44415665,20.87524223,20.64413261,20.52025604,20.51760483,23.78658676,0.56891442,0.80002404,0.92390061,0.92655182,-2.34243011,0.23110962,0.35498619,0.3576374,-2.91134453,0.12387657,0.12652778,-3.14245415,0.00265121,-3.26633072,-3.26898193
2,180.1912104,24.19899931,21.51052284,20.81750488,20.96254921,20.96673203,20.52923012,22.88297653,0.69301796,0.54797363,0.54379081,0.98129272,-1.37245369,-0.14504433,-0.14922715,0.28827476,-2.06547165,-0.00418282,0.43331909,-1.92042732,0.43750191,-1.9162445,-2.35374641
2,179.7526773,24.15029606,22.94470406,21.90269089,21.99988556,21.76683235,21.62846375,22.81561661,1.04201317,0.9448185,1.17787171,1.31624031,0.12908745,-0.09719467,0.13585854,0.27422714,-0.91292572,0.23305321,0.37142181,-0.81573105,0.1383686,-1.04878426,-1.18715286
1,179.4566674,24.0845797,24.07049942,22.17862511,20.74602699,19.72575951,19.43314743,23.04800034,1.89187431,3.32447243,4.34473991,4.63735199,1.02249908,1.43259812,2.4528656,2.74547768,-0.86937523,1.02026748,1.31287956,-2.30197335,0.29261208,-3.32224083,-3.61485291
2,196.3629094,21.45785822,20.79204369,20.19866562,20.10261536,19.9798851,19.7010231,21.8644352,0.59337807,0.68942833,0.81215859,1.09102059,-1.07239151,0.09605026,0.21878052,0.49764252,-1.66576958,0.12273026,0.40159226,-1.76181984,0.278862,-1.8845501,-2.1634121
1,196.1930209,23.03511034,21.29126549,20.86677933,19.93459892,19.23812866,18.95184708,21.84729385,0.42448616,1.35666657,2.05313683,2.33941841,-0.55602836,0.93218041,1.62865067,1.91493225,-0.98051452,0.69647026,0.98275184,-1.91269493,0.28628158,-2.60916519,-2.89544677
1,207.3436547,26.16856269,26.63451385,21.04075241,19.22269058,18.59436607,18.17922974,23.88086319,5.59376144,7.41182327,8.04014778,8.45528411,2.75365066,1.81806183,2.44638634,2.86152267,-2.84011078,0.62832451,1.04346084,-4.65817261,0.41513633,-5.28649712,-5.70163345
2,207.8307109,26.2560026,21.04663467,20.29267311,20.39758492,20.07807541,19.90432549,21.10901642,0.75396156,0.64904975,0.96855926,1.14230918,-0.06238175,-0.10491181,0.2145977,0.38834762,-0.81634331,0.31950951,0.49325943,-0.7114315,0.17374992,-1.03094101,-1.20469093
1,208.0191828,27.04335058,21.79610825,20.66946602,18.9731617,18.36903572,17.86199951,22.87764168,1.12664223,2.82294655,3.42707253,3.93410874,-1.08153343,1.69630432,2.3004303,2.80746651,-2.20817566,0.60412598,1.11116219,-3.90447998,0.50703621,-4.50860596,-5.01564217
1,196.6987037,23.24793035,22.49450111,21.87627983,20.81502724,19.98361015,19.60573006,22.64996147,0.61822128,1.67947387,2.51089096,2.88877105,-0.15546036,1.06125259,1.89266968,2.27054977,-0.77368164,0.83141709,1.20929718,-1.83493423,0.37788009,-2.66635132,-3.04423141
1,197.0992218,22.97444471,22.61306763,20.31895638,18.61580467,18.01791763,17.61994362,22.62936211,2.29411125,3.99726296,4.59515,4.99312401,-0.01629448,1.70315171,2.30103875,2.69901276,-2.31040573,0.59788704,0.99586105,-4.01355744,0.39797401,-4.61144448,-5.00941849
2,197.4226705,23.62254521,20.66007996,19.99957848,20.11153412,19.92853928,19.63506889,22.85791397,0.66050148,0.54854584,0.73154068,1.02501107,-2.19783401,-0.11195564,0.0710392,0.36450959,-2.85833549,0.18299484,0.47646523,-2.74637985,0.29347039,-2.92937469,-3.22284508
0,178.188014,23.74935441,21.95894241,21.12201691,21.15302849,21.25562096,21.15858841,22.34950256,0.8369255,0.80591392,0.70332145,0.800354,-0.39056015,-0.03101158,-0.13360405,-0.0365715,-1.22748565,-0.10259247,-0.00555992,-1.19647407,0.09703255,-1.0938816,-1.19091415
1,177.9347444,23.76379959,24.47523117,23.28259087,20.75779343,19.6111908,18.98292351,21.5925808,1.1926403,3.71743774,4.86404037,5.49230766,2.88265037,2.52479744,3.67140007,4.29966736,1.69001007,1.14660263,1.77486992,-0.83478737,0.62826729,-1.98139,-2.60965729
1,208.7710854,26.45120001,23.28742409,21.35741615,19.58616257,18.7782917,18.30159187,23.78450584,1.93000794,3.70126152,4.50913239,4.98583222,-0.49708175,1.77125358,2.57912445,3.05582428,-2.42708969,0.80787087,1.2845707,-4.19834327,0.47669983,-5.00621414,-5.48291397
2,193.4583672,23.11036056,20.93828773,20.37758446,20.39163589,20.28618431,20.07301331,22.15856552,0.56070327,0.54665184,0.65210342,0.86527442,-1.22027779,-0.01405143,0.09140015,0.30457115,-1.78098106,0.10545158,0.31862258,-1.76692963,0.213171,-1.87238121,-2.08555221
1,192.5976765,23.70347885,23.52036667,22.12265968,20.59102821,19.80200958,19.31416512,23.05113602,1.39770699,2.92933846,3.71835709,4.20620155,0.46923065,1.53163147,2.3206501,2.80849456,-0.92847634,0.78901863,1.27686309,-2.46010781,0.48784446,-3.24912644,-3.7369709
0,192.2189611,23.20677833,22.81354332,20.16947746,19.7574482,19.53838158,19.49692345,22.49760628,2.64406586,3.05609512,3.27516174,3.31661987,0.31593704,0.41202926,0.63109588,0.67255401,-2.32812882,0.21906662,0.26052475,-2.74015808,0.04145813,-2.9592247,-3.00068283
1,192.1815712,23.55891996,22.41670418,21.36757088,19.97621346,19.13607788,18.69852829,23.3560791,1.0491333,2.44049072,3.2806263,3.71817589,-0.93937492,1.39135742,2.231493,2.66904259,-1.98850822,0.84013558,1.27768517,-3.37986564,0.43754959,-4.22000122,-4.65755081
1,192.0308879,24.1728805,22.71473503,22.1537075,20.55898476,19.68727493,19.30969429,22.64870071,0.56102753,2.15575027,3.0274601,3.40504074,0.06603432,1.59472274,2.46643257,2.84401321,-0.49499321,0.87170983,1.24929047,-2.08971595,0.37758064,-2.96142578,-3.33900642
2,193.5416395,24.25434363,21.61506462,21.00876045,21.10075378,21.03472519,20.62316322,22.50276184,0.60630417,0.51431084,0.58033943,0.9919014,-0.88769722,-0.09199333,-0.02596474,0.38559723,-1.49400139,0.06602859,0.47759056,-1.40200806,0.41156197,-1.46803665,-1.87959862
1,194.2584411,24.43986075,22.03877831,21.11824608,20.15111732,19.38752174,19.02892876,22.26996422,0.92053223,1.88766099,2.65125657,3.00984955,-0.23118591,0.96712876,1.73072434,2.08931732,-1.15171814,0.76359558,1.12218856,-2.1188469,0.35859298,-2.88244248,-3.24103546
1,204.2505735,29.18285,21.87214661,21.53190994,20.30667114,19.53746796,19.29114342,22.80952835,0.34023667,1.56547547,2.33467865,2.58100319,-0.93738174,1.2252388,1.99444198,2.24076652,-1.27761841,0.76920318,1.01552772,-2.50285721,0.24632454,-3.27206039,-3.51838493
1,193.7376966,21.74382966,22.58734703,21.3447361,20.04009056,19.28284836,18.84274864,21.27331352,1.24261093,2.54725647,3.30449867,3.74459839,1.31403351,1.30464554,2.06188774,2.50198746,0.07142258,0.7572422,1.19734192,-1.23322296,0.44009972,-1.99046516,-2.43056488
1,192.0828974,20.85119815,21.94156647,21.44005394,20.4874649,19.77054977,19.50979996,21.81926155,0.50151253,1.45410157,2.1710167,2.43176651,0.12230492,0.95258904,1.66950417,1.93025398,-0.37920761,0.71691513,0.97766494,-1.33179665,0.26074981,-2.04871178,-2.30946159
2,192.0256954,21.20327361,23.13159752,21.20666695,20.9177494,20.7613163,20.78395462,22.064291,1.92493057,2.21384812,2.37028122,2.3476429,1.06730652,0.28891755,0.44535065,0.42271233,-0.85762405,0.1564331,0.13379478,-1.1465416,-0.02263832,-1.3029747,-1.28033638
0,192.7864654,22.35220069,20.86532784,20.20595741,20.23322487,20.35108948,20.1767292,21.3113308,0.65937043,0.63210297,0.51423836,0.68859864,-0.44600296,-0.02726746,-0.14513207,0.02922821,-1.10537339,-0.11786461,0.05649567,-1.07810593,0.17436028,-0.96024132,-1.1346016
2,193.0753195,22.44284342,21.54526901,21.22159958,20.9029274,20.92534256,21.43274117,22.69345665,0.32366943,0.64234161,0.61992645,0.11252784,-1.14818764,0.31867218,0.29625702,-0.21114159,-1.47185707,-0.02241516,-0.52981377,-1.79052925,-0.50739861,-1.76811409,-1.26071548
1,184.446421,24.46220439,22.56396484,21.65731239,20.3575573,19.61309052,19.29032898,23.67409325,0.90665245,2.20640754,2.95087432,3.27363586,-1.11012841,1.29975509,2.04422187,2.36698341,-2.01678086,0.74446678,1.06722832,-3.31653595,0.32276154,-4.06100273,-4.38376427
1,194.0090693,23.32759651,20.15594101,20.28435516,19.66749382,18.78742409,18.52445412,22.62455559,-0.12841415,0.48844719,1.36851692,1.63148689,-2.46861458,0.61686134,1.49693107,1.75990104,-2.34020043,0.88006973,1.1430397,-2.95706177,0.26296997,-3.8371315,-4.10010147
1,193.8887746,23.05893021,21.98966026,20.85238838,19.85312843,19.15166855,18.8459053,22.71517372,1.13727188,2.13653183,2.83799171,3.14375496,-0.72551346,0.99925995,1.70071983,2.00648308,-1.86278534,0.70145988,1.00722313,-2.86204529,0.30576325,-3.56350517,-3.86926842
1,198.9349527,18.71850309,21.96229172,21.47692108,19.77177048,18.87875557,18.60127831,22.45846939,0.48537064,2.19052124,3.08353615,3.36101341,-0.49617767,1.7051506,2.59816551,2.87564277,-0.98154831,0.89301491,1.17049217,-2.68669891,0.27747726,-3.57971382,-3.85719108
1,190.8406271,23.1855135,23.16121674,21.92039871,20.40850449,19.60483742,19.23237038,22.54193115,1.24081803,2.75271225,3.55637932,3.92884636,0.61928559,1.51189422,2.31556129,2.68802833,-0.62153244,0.80366707,1.17613411,-2.13342666,0.37246704,-2.93709373,-3.30956077
1,190.2926095,23.63939665,26.24967575,22.81400871,21.23789215,19.69086266,19.12269974,23.35710907,3.43566704,5.0117836,6.55881309,7.12697601,2.89256668,1.57611656,3.12314605,3.69130897,-0.54310036,1.54702949,2.11519241,-2.11921692,0.56816292,-3.66624641,-4.23440933
1,189.6289569,23.36728624,22.66067123,21.3825531,20.03096581,19.26321983,18.8628788,22.63486671,1.27811813,2.62970542,3.3974514,3.79779243,0.02580452,1.35158729,2.11933327,2.5196743,-1.25231361,0.76774598,1.16808701,-2.6039009,0.40034103,-3.37164688,-3.77198791
1,190.2409399,25.04946048,23.05564117,21.45998573,20.1801033,19.32931709,18.87925148,22.57261848,1.59565544,2.87553787,3.72632408,4.17638969,0.48302269,1.27988243,2.13066864,2.58073425,-1.11263275,0.85078621,1.30085182,-2.39251518,0.45006561,-3.24330139,-3.693367
1,190.0270554,23.97476711,21.94225311,21.55986595,20.60583305,19.83588219,19.59223366,22.94820595,0.38238716,1.33642006,2.10637092,2.35001945,-1.00595284,0.9540329,1.72398376,1.96763229,-1.38834,0.76995086,1.01359939,-2.3423729,0.24364853,-3.11232376,-3.35597229
1,206.0029621,26.00291165,23.09021378,21.51026344,20.17925072,19.21945381,19.14262772,23.11729622,1.57995034,2.91096306,3.87075997,3.94758606,-0.02708244,1.33101272,2.29080963,2.36763572,-1.60703278,0.95979691,1.036623,-2.9380455,0.07682609,-3.89784241,-3.9746685
1,206.1774848,26.60687271,23.1452961,21.8956337,20.23550034,19.11994743,18.53239822,23.34856224,1.2496624,2.90979576,4.02534867,4.61289788,-0.20326614,1.66013336,2.77568627,3.36323548,-1.45292854,1.11555291,1.70310212,-3.1130619,0.58754921,-4.22861481,-4.81616402
2,206.3943679,26.11515732,21.50411987,20.83136559,20.36935997,20.23204613,19.98539352,22.32875061,0.67275428,1.1347599,1.27207374,1.51872635,-0.82463074,0.46200562,0.59931946,0.84597207,-1.49738502,0.13731384,0.38396645,-1.95939064,0.24665261,-2.09670448,-2.34335709
